index	word	hiragana	meaning	meaning2	sentence	sentence meaning	group	level	set
252	火曜日	かようび	Tuesday		<b>火曜日</b>に会議があります。	There's a meeting on Tuesday.	JLPT4	1	3
253	違う	ちがう	differ	be wrong	答えが<b>違います</b>。	That's the wrong answer.	JLPT4	1	9
254	答える	こたえる	answer	reply	私の質問に<b>答えて</b>ください。	Please answer my question.	JLPT4	1	5
255	別	べつ	another	different	<b>別</b>の本も見せてください。	Please show me another book.	JLPT2	20	5
258	白い	しろい	white	blank	彼は歯が<b>白い</b>。	His teeth are white.	JLPT4	1	8
259	閉じる	とじる	close		教科書を<b>閉じて</b>ください。	Please close your textbooks.	JLPT2	20	6
260	やはり	やはり	as expected		彼[かれ]は<b>やはり</b> 遅刻[ちこく]しました。	He was late as expected.	1k	1	6
260	出す	だす	take out		彼はかばんから教科書を<b>出した</b>。	He took the textbook out of his bag.	JLPT4	1	2
261	仕事	しごと	work	job	3月は<b>仕事</b>が忙しい。	I have a lot of work in March.	JLPT4	1	7
262	今月	こんげつ	this month		<b>今月</b>はとても忙しい。	I'm very busy this month.	JLPT4	1	8
263	少し	すこし	a bit	a little while	<b>少し</b>疲れました。	I'm a little tired.	JLPT4	1	7
265	飲む	のむ	drink		友達とお酒を<b>飲んでいます</b>。	I'm drinking sake with a friend.	JLPT4	1	8
266	大人	おとな	adult		お酒は<b>大人</b>になってから。	You can drink alcohol when you're an adult.	JLPT4	1	3
267	水	みず	water		<b>水</b>を一杯ください。	Please give me a glass of water.	JLPT4	1	10
268	一杯	いっぱい	full		プールは人で<b>一杯</b>です。	The pool is packed.	JLPT0	5	8
269	気	き	spirit	temperament	彼は意外に<b>気</b>が小さい。	He's unexpectedly timid.	JLPT3	10	3
270	どこ	どこ	where		あの 本[ほん]を<b>どこ</b>に 置[お]きましたか。	Where did you put that book?	1k	1	1
270	分かる	わかる	understand		質問の意味は<b>分かりました</b>か。	Did you understand the meaning of the question?	JLPT0	5	4
271	遊ぶ	あそぶ	play		子供たちが公園で<b>遊んでいる</b>。	The children are playing in the park.	JLPT4	1	1
271	かなり	かなり	fairly	rather	彼[かれ]は<b>かなり</b> 英語[えいご]が 上手[じょうず]です。	His English is pretty good.	1k	1	2
272	飛行機	ひこうき	airplane		息子は<b>飛行機</b>のおもちゃが好きです。	My son likes toy airplanes.	JLPT4	1	3
273	お願い	おねがい	favor		<b>お願い</b>があります。	I have a favor to ask.	JLPT0	5	8
274	続く	つづく	continue	follow	工事は3月まで<b>続きます</b>。	Construction will continue until March.	JLPT3	10	7
275	首	くび	neck		きりんの<b>首</b>は長い。	Giraffes' necks are long.	JLPT3	10	6
276	頭	あたま	head		今朝から<b>頭</b>が痛い。	I've had a headache since this morning.	JLPT4	1	7
277	無い	ない	to not be		ここには 何[なに]も<b> 無[な]い</b>。	There's nothing here.	1k	17	6
277	痛い	いたい	painful		今日は頭が<b>痛い</b>です。	I have a headache today.	JLPT4	1	4
278	探す	さがす	search for	look for	彼は郵便局を<b>探していました</b>。	He was looking for the post office.	JLPT3	10	10
279	お手洗い	おてあらい	toilet	bathroom	<b>お手洗い</b>はどこですか。	Where's the bathroom?	JLPT4	1	3
280	冷たい	つめたい	cold (things	touch)	<b>冷たい</b>飲み物をください。	Please give me a cold drink.	JLPT4	1	4
281	汚い	きたない	dirty		彼の部屋はとても<b>汚い</b>。	His room is very dirty.	JLPT4	1	3
282	太い	ふとい	thick	fat	彼女は足が<b>太い</b>。	She has fat legs.	JLPT4	1	7
282	ページ	ページ	page		教科書[きょうかしょ]の３６<b>ページ</b>を 開[ひら]いてください。	Please open your textbooks to page 36.	1k	1	9
283	九	きゅう	nine		野球は<b>九</b>人で1チームです。	In baseball there are nine people on one team.	JLPT4	1	5
284	弟	おとうと	younger brother		<b>弟</b>は野球が好きです。	My little brother likes baseball.	JLPT4	1	10
285	神	かみ	god	spirit	彼は<b>神</b>を信じている。	He believes in God.	JLPT2	20	8
286	建てる	たてる	build	erect	私たちは来年、家を<b>建てます</b>。	We're building a house next year.	JLPT3	10	6
287	大きい	おおきい	big		あの<b>大きい</b>建物は何ですか。	What's that big building?	JLPT4	1	8
288	同じ	おなじ	same	identical	彼の日本語のレベルは私と<b>同じ</b>位だ。	His Japanese level is about the same as mine.	JLPT4	1	8
290	置く	おく	put	leave	彼はかばんをいすの上に<b>置きました</b>。	He put the bag on the chair.	JLPT4	1	3
292	辺	へん	vicinity	part	彼はこの<b>辺</b>に住んでいます。	He lives around here.	JLPT4	1	7
297	来年	らいねん	next year		<b>来年</b>一緒に旅行しましょう。	Let's travel together next year.	JLPT4	1	4
298	緑	みどり	green	foliage	この町には<b>緑</b>がたくさんあります。	There's a lot of greenery in this town.	JLPT3	10	1
298	多く	おおく	much	largely	毎年[まいとし]<b> 多[おお]く</b>の 人[ひと]が 海外[かいがい]へ 旅行[りょこう]する。	A lot of people travel abroad every year.	1k	5	2
299	易しい	やさしい	easy	simple	この問題はかなり<b>易しい</b>です。	This problem is pretty easy.	JLPT4	1	1
300	留学生	りゅうがくせい	student studying abroad		彼は<b>留学生</b>です。	He's a foreign student.	JLPT4	1	3
301	戻る	もどる	return	turn back	今、会社に<b>戻ります</b>。	I'm going back to the office now.	JLPT3	10	4
302	起きる	おきる	get up	get out of bed	私は毎朝6時に<b>起きます</b>。	I get up at six o'clock every morning.	JLPT4	1	1
303	起こる	おこる	happen		町で大事件が<b>起こりました</b>。	There was a major incident in town.	JLPT2	20	9
304	起こす	おこす	wake up		明日、6時に<b>起こして</b>ください。	Please wake me up tomorrow at six o'clock.	JLPT0	5	10
304	つく	つく	be on	be switched on	部屋[へや]の 電気[でんき]が<b>ついて</b>います。	The room light is on.	1k	1	5
305	システム	システム	system		全[すべ]ての<b>システム</b>が 停止[ていし]した。	All systems stopped working.	1k	1	3
305	起きる	おきる	occur		近所で盗難事件が<b>起きました</b>。	Some burglaries occurred in the neighborhood.	JLPT4	1	5
306	寝る	ねる	sleep	go to sleep	もう<b>寝よう</b>。	Let's go to bed.	JLPT4	1	6
307	多分	たぶん	probably	perhaps	彼女は<b>多分</b>家で寝ています。	She's probably sleeping at home.	JLPT2	20	6
308	座る	すわる	sit	sit down	私は窓側の席に<b>座った</b>。	I sat in a window seat.	JLPT4	1	2
309	本	ほん	book	volume	<b>本</b>を１冊買いました。	I bought one book.	JLPT4	1	5
310	細い	ほそい	thin	slender, narrow	彼女は指が<b>細い</b>ですね。	Her fingers are thin.	JLPT4	1	2
311	とても	とても	very		この 本[ほん]は<b>とても</b>おもしろい。	This book is very interesting.	1k	1	1
311	日記	にっき	diary		私は毎日、<b>日記</b>を付けています。	I keep a diary every day.	JLPT3	10	5
312	時々	ときどき	sometimes		彼は<b>時々</b>遅刻します。	He's sometimes late.	JLPT4	1	3
313	締める	しめる	tighten	fasten	彼はシートベルトを<b>締めた</b>。	He fastened his seat belt.	JLPT4	1	7
314	甘い	あまい	sweet		このイチゴは<b>甘い</b>。	This strawberry is sweet.	JLPT4	1	7
315	県	けん	prefecture		<b> 県[けん]</b>の 代表[だいひょう]は２ 名[めい]です。	The prefecture has two representatives.	4k	9	4
315	辛い	からい	spicy	salty	彼は<b>辛い</b>ものが好きです。	He likes spicy food.	JLPT4	1	3
316	変える	かえる	change		旅行の日程を<b>変えました</b>。	I changed our travel schedule.	JLPT3	10	5
317	メール	メール	e-mail		また<b>メール</b>するね。	I'll e-mail you again.	2k	2	6
317	決まる	きまる	be decided		旅行の日程が<b>決まりました</b>。	I've decided on my travel schedule.	JLPT0	5	4
318	優しい	やさしい	gentle	kind	彼はとても<b>優しい</b>人です。	He's a very kind person.	JLPT3	10	10
319	人	ひと	person		彼は優しい<b>人</b>です。	He's a nice guy.	JLPT4	1	5
320	夫	おっと	husband		私の<b>夫</b>はサラリーマンです。	My husband is a company employee.	JLPT2	20	5
321	使用	しよう	usage		この 製品[せいひん]を<b> 使用[しよう]</b>する 前[まえ]に、 説明[せつめい] 書[しょ]をお 読[よ]みください。	Please read the manual before using this product.	3k	9	6
321	知る	しる	know		誰もその話を<b>知らない</b>。	No one knows that story.	JLPT4	1	5
322	誰	だれ	who	whom	<b>誰</b>と会ってみたいですか。	Who would you like to meet one day?	JLPT2	20	6
323	親	おや	parent		<b>親</b>の愛は有り難い。	We're grateful for our parents' love.	JLPT2	20	6
323	事業	じぎょう	business	enterprise	彼[かれ]は<b> 事業[じぎょう]</b>に 失敗[しっぱい]したの。	His business failed.	4k	10	1
324	愛する	あいする	love	care for	私は家族を<b>愛しています</b>。	I love my family.	JLPT2	20	4
325	固定	こてい	fixing	stability	棒[ぼう]をテープで<b> 固定[こてい]</b>しなさい。	Fix the stick in place with tape.	6k	14	6
326	二十日	はつか	20 days	20th of the month	来月の<b>二十日</b>は弟の誕生日です。	The 20th of next month is my little brother's birthday.	JLPT4	1	2
326	調査	ちょうさ	investigation	examination	私[わたし]たちがその 問題[もんだい]を<b> 調査[ちょうさ]</b>しています。	We're investigating that problem.	5k	21	1
327	妻	つま	wife		今日は<b>妻</b>の誕生日だ。	It's my wife's birthday today.	JLPT3	10	10
328	五日	いつか	five days	5th of the month	五月<b>五日</b>は祝日です	May 5th is a holiday.	JLPT4	1	2
330	もちろん	もちろん	of course	no doubt	<b>もちろん</b> 一緒[いっしょ]に 行[い]きます。	Of course I'll go with you.	1k	1	6
330	見える	みえる	be visible		ここから富士山がよく<b>見えます</b>。	You can see Mount Fuji well from here.	JLPT3	10	5
331	兄	あに	older brother		<b>兄</b>は水泳が得意です。	My big brother is good at swimming.	JLPT4	1	2
332	酸っぱい	すっぱい	sour		このぶどうは<b>酸っぱい</b>です。	These grapes are sour.	JLPT0	5	7
333	小さい	ちいさい	small		<b>小さい</b>花が咲いています。	Small flowers are blooming.	JLPT4	1	9
333	あと	あと	after		仕事[しごと]の<b>あと</b>、 映画[えいが]を 見[み]た。	I saw a movie after work.	1k	1	1
334	言葉	ことば	word	language	この<b>言葉</b>の意味が分かりません。	I don't understand the meaning of this word.	JLPT4	1	4
335	おいしい	おいしい	tasty		このケーキは<b>おいしい</b>ね。	This cake is yummy.	JLPT4	1	10
336	呼ぶ	よぶ	call	name	ウェイターを<b>呼びましょう</b>。	Let's call the waiter.	JLPT4	1	2
337	胸	むね	chest		<b>胸</b>に少し痛みがあります。	I have a slight pain in my chest.	JLPT2	20	10
338	腰	こし	hip	lower back	昨日から<b>腰</b>が痛い。	I've had a pain in my lower back since yesterday.	JLPT2	20	4
339	載せる	のせる	place	put on	皿にケーキを<b>載せました</b>。	I put the cake on the plate.	JLPT2	20	10
340	低い	ひくい	low	short	彼は背が<b>低い</b>。	He's short.	JLPT4	1	5
341	一番	いちばん	most		彼はクラスで<b>一番</b>背が高い。	He's the tallest in class.	JLPT0	5	4
342	背	せ	height	stature	彼女は<b>背</b>が高い。	She's tall.	JLPT2	20	4
343	円	えん	circle		そこに大きな<b>円</b>を描いて。	Draw a big circle there.	JLPT2	20	8
344	覚える	おぼえる	memorize	learn	妹は平仮名を全部<b>覚えました</b>。	My little sister learned all the hiragana.	JLPT4	1	2
344	様	さま	appearance	state	赤[あか]ちゃんがよちよち 歩[ある]く<b> 様[さま]</b>は 可愛[かわい]い	Babies look cute when they are toddling.	7k	13	5
345	片仮名	かたかな	katakana		お名前を<b>片仮名</b>で書いてください。	Please write your name in katakana.	JLPT4	1	8
346	平仮名	ひらがな	hiragana		私は<b>平仮名</b>を全部読めます。	I can read all the hiragana.	JLPT4	1	2
347	サービス	サービス	service	on the house	この 店[みせ]は<b>サービス</b>がいい。	The service in this restaurant is good.	1k	1	6
347	悲しい	かなしい	sad		その映画はとても<b>悲しかった</b>。	That movie was very sad.	JLPT3	10	6
348	もっと	もっと	more		<b>もっと</b> 近[ちか]くに 来[き]てください。	Please come closer.	1k	1	1
348	美しい	うつくしい	beautiful		この絵は<b>美しい</b>です。	This picture is beautiful.	JLPT3	10	2
349	食べ物	たべもの	food		日本の<b>食べ物</b>はとても美味しいです。	Japanese food is very delicious.	JLPT4	1	6
350	言う	いう	say	tell	上司が「一杯、飲もう。」と<b>言った</b>。	My boss said: "Let's have a drink."	JLPT4	1	3
350	こちら	こちら	here	this way	受付[うけつけ]は<b>こちら</b>です。	The reception desk is this way.	1k	1	4
351	彼	かれ	he	one's boyfriend	<b>彼</b>は私の上司です。	He's my senior.	JLPT3	10	5
353	お母さん	おかあさん	mother		<b>お母さん</b>によろしくお伝えください。	Please give my best to your mother.	JLPT4	1	2
354	手伝う	てつだう	help	assist	私が<b>手伝いましょう</b>。	Can I help you?	JLPT3	10	4
354	つける	つける	switch on	turn on	電気[でんき]を<b>つけて</b>ください。	Please turn on the light.	1k	1	2
355	飛ぶ	とぶ	fly		鳥が<b>飛んでいます</b>。	A bird is flying.	JLPT4	1	4
356	歌う	うたう	sing		私たちは大きな声で<b>歌いました</b>。	We sang loudly.	JLPT4	1	3
357	死ぬ	しぬ	die		犬が病気で<b>死にました</b>。	Our dog got sick and died.	JLPT4	1	7
358	大好き	だいすき	love		私は犬が<b>大好き</b>だ。	I love dogs.	JLPT4	1	7
359	子供	こども	child	kid	電車で<b>子供</b>が騒いでいた。	Kids were making a racket in the train.	JLPT4	1	5
360	ほとんど	ほとんど	almost	hardly	お 金[かね]が<b>ほとんど</b>ありません。	I have little money.	1k	1	3
